local_authority_code,local_authority_name,total,total,total,total,total,total,total,total,asian,asian,asian,asian,asian,asian,asian,asian,black_british,black_british,black_british,black_british,black_british,black_british,black_british,black_british,mixed_multiple,mixed_multiple,mixed_multiple,mixed_multiple,mixed_multiple,mixed_multiple,mixed_multiple,mixed_multiple,white,white,white,white,white,white,white,white,other,other,other,other,other,other,other,other
E07000094,Winchester,104748,11627,7320,12998,4209,19437,47030,2127,3197,412,183,307,82,374,1718,121,647,49,38,67,26,113,339,15,1369,84,66,235,36,314,614,20,98848,10992,6972,12338,4045,18548,44006,1947,687,90,61,51,20,88,353,24
E07000105,Ashford,106774,18833,12101,16414,5951,18231,32147,3097,6182,1315,700,556,183,631,2490,307,2421,161,168,245,70,312,1429,36,1459,143,136,275,56,332,493,24,95181,16678,10937,15238,5576,16815,27285,2652,1531,536,160,100,66,141,450,78
E07000106,Canterbury,132777,21555,11845,16599,6458,28827,43895,3598,5342,527,247,381,76,1551,2411,149,3415,140,90,274,31,1763,1080,37,2810,166,146,350,61,1040,999,48,119228,20445,11231,15453,6256,24027,38560,3256,1982,277,131,141,34,446,845,108
E07000107,Dartford,90698,14717,10006,13846,5057,15189,29361,2522,8293,888,550,730,141,885,4848,251,8180,407,305,733,145,832,5674,84,1771,175,154,302,77,381,659,23,70635,12933,8824,11888,4625,12895,17373,2097,1819,314,173,193,69,196,807,67
E07000108,Dover,96132,18708,10741,14904,5682,17219,25951,2927,1824,332,209,222,80,230,660,91,586,50,31,85,21,81,305,13,1035,117,118,179,41,189,366,25,91911,17956,10291,14356,5515,16639,24400,2754,776,253,92,62,25,80,220,44
E07000109,Gravesham,84561,17184,10088,12849,4954,13962,22575,2949,9365,2079,949,1032,196,1286,3413,410,4772,315,249,473,100,630,2931,74,1395,184,136,274,53,285,440,23,66563,13894,8495,10810,4522,11484,15059,2299,2466,712,259,260,83,277,732,143
E07000110,Maidstone,142136,24786,15510,21708,8547,24906,42531,4148,6442,1188,551,596,266,826,2781,234,2602,183,148,269,75,330,1552,45,2109,216,195,391,61,419,799,28,129304,22801,14424,20330,8055,23148,36793,3753,1679,398,192,122,90,183,606,88
E07000111,Sevenoaks,96608,15088,9282,14060,4640,15103,36075,2360,2739,272,137,252,46,208,1744,80,1457,67,67,149,30,208,903,33,1508,127,100,294,36,247,686,18,90164,14507,8928,13302,4510,14350,32368,2199,740,115,50,63,18,90,374,30
E07000112,Folkestone and Hythe,91554,17754,10642,13600,5792,15792,25067,2907,3559,782,432,338,415,413,1026,153,588,57,46,76,9,88,303,9,1206,146,106,206,40,235,448,25,85296,16513,9972,12904,5265,14939,23025,2678,905,256,86,76,63,117,265,42
E07000113,Swale,121994,26823,15031,18975,7663,21025,28911,3566,1876,394,173,206,49,197,765,92,2479,126,129,272,60,293,1567,32,1514,227,141,280,66,279,477,44,115504,25887,14529,18157,7469,20192,25908,3362,621,189,59,60,19,64,194,36
E07000114,Thanet,115416,24990,13332,16645,7147,19293,30377,3632,2548,464,168,270,71,284,1193,98,1198,153,115,131,42,148,591,18,1958,270,205,292,79,372,701,39,108437,23646,12723,15856,6909,18367,27502,3434,1275,457,121,96,46,122,390,43
E07000115,Tonbridge and Malling,105526,16324,11163,16681,5851,18457,34332,2718,2960,359,191,293,43,286,1708,80,981,58,41,80,21,123,638,20,1515,131,110,309,43,301,598,23,99447,15670,10776,15956,5717,17678,31089,2561,623,106,45,43,27,69,299,34
E07000116,Tunbridge Wells,92405,12454,7999,13397,3874,14385,38010,2286,3383,396,207,305,62,317,1988,108,861,80,61,82,32,92,497,17,1486,109,87,242,22,222,778,26,85786,11710,7574,12673,3733,13674,34325,2097,889,159,70,95,25,80,422,38
E07000177,Cherwell,130593,20955,13727,18171,7306,20982,45839,3613,7394,1336,663,750,223,703,3487,232,2192,240,193,277,75,308,1053,46,2473,303,241,401,98,437,940,53,116927,18713,12528,16610,6846,19400,39627,3203,1607,363,102,133,64,134,732,79
E07000178,Oxford,136714,17204,8339,10389,3796,28127,65698,3161,20173,3172,1348,1513,364,3049,10047,680,5893,701,497,578,232,1125,2637,123,5741,576,337,596,151,1533,2385,163,100048,11790,5822,7444,2878,21850,48239,2025,4859,965,335,258,171,570,2390,170
E07000179,South Oxfordshire,121494,15110,10349,15412,5837,19106,52950,2730,3414,354,184,263,58,297,2150,108,1125,95,81,118,41,152,617,21,1732,151,112,273,59,279,833,25,114275,14353,9913,14702,5652,18301,48816,2538,948,157,59,56,27,77,534,38
E07000180,Vale of White Horse,112428,14092,9587,13749,5595,17368,49504,2533,4192,413,237,316,130,339,2624,133,1667,117,103,195,69,244,899,40,1786,160,104,271,61,283,870,37,103571,13220,9067,12878,5282,16368,44480,2276,1212,182,76,89,53,134,631,47
E07000181,West Oxfordshire,93808,13059,8897,12615,5076,16105,35913,2143,1588,215,128,126,47,154,849,69,589,67,34,67,15,67,329,10,1120,94,79,182,40,234,475,16,89976,12595,8609,12185,4955,15585,34012,2035,535,88,47,55,19,65,248,13
E07000207,Elmbridge,108772,11753,7049,12442,3513,14812,56677,2526,7195,756,316,516,96,644,4671,196,1372,94,69,131,29,168,844,37,2841,214,147,423,59,441,1492,65,95102,10377,6396,11237,3272,13306,48363,2151,2262,312,121,135,57,253,1307,77
E07000208,Epsom and Ewell,64607,8245,5106,8177,2629,10109,28641,1700,7245,599,377,547,89,737,4720,176,1323,125,61,131,38,200,730,38,1785,192,98,278,47,321,809,40,52413,7102,4474,7070,2417,8668,21314,1368,1841,227,96,151,38,183,1068,78
E07000209,Guildford,119358,13544,8644,13528,4685,23554,52620,2783,8174,599,303,471,116,1598,4838,249,1787,84,100,150,32,520,870,31,2674,161,134,314,79,793,1144,49,104492,12437,8008,12470,4408,20285,44520,2364,2231,263,99,123,50,358,1248,90
E07000210,Mole Valley,72333,8901,6236,9857,3206,11179,31214,1740,2148,257,128,216,51,205,1231,60,578,56,35,66,13,79,309,20,1212,101,82,208,30,218,546,27,67746,8387,5955,9317,3094,10607,28771,1615,649,100,36,50,18,70,357,18
E07000211,Reigate and Banstead,120131,15765,10997,17046,5244,19635,48338,3106,8695,802,461,701,131,788,5554,258,3319,234,222,386,76,392,1968,41,2877,270,232,503,78,495,1238,61,103471,14193,9947,15296,4911,17754,38698,2672,1769,266,135,160,48,206,880,74
E07000212,Runnymede,72722,10529,6543,9132,3401,15510,25643,1964,6649,489,288,453,102,1413,3723,181,1306,72,55,107,36,310,693,33,1894,105,118,250,46,668,654,53,61447,9675,6021,8239,3175,12831,19878,1628,1426,188,61,83,42,288,695,69
E07000213,Spelthorne,83363,14012,9231,12028,4366,13228,27996,2502,10126,1095,675,857,183,1066,5909,341,1904,177,150,222,45,261,1013,36,1984,201,201,354,67,377,739,45,67401,12209,8033,10427,4008,11303,19443,1978,1948,330,172,168,63,221,892,102
E07000214,Surrey Heath,73789,9644,7076,10557,3327,12378,28931,1876,6320,830,441,568,117,672,3477,215,1098,72,60,122,26,144,656,18,1324,90,114,233,46,234,581,26,63759,8413,6368,9520,3111,11207,23577,1563,1288,239,93,114,27,121,640,54
E07000215,Tandridge,70828,9788,6662,10727,3099,12268,26517,1767,2569,311,148,282,44,274,1439,71,1484,118,102,178,34,219,802,31,1756,139,138,321,44,347,742,25,64382,9127,6226,9883,2962,11341,23225,1618,637,93,48,63,15,87,309,22
E07000216,Waverley,103640,11859,7534,13645,4079,15825,48292,2406,2942,347,200,345,49,338,1591,72,695,36,31,111,30,136,337,14,1559,98,78,284,23,305,732,39,97786,11278,7196,12849,3951,14981,45278,2253,658,100,29,56,26,65,354,28
E07000217,Woking,82984,10995,7003,10324,3211,12136,37112,2203,10888,1714,878,1085,166,1230,5449,366,1419,114,94,156,37,170,820,28,1808,153,145,251,67,292,866,34,67120,8674,5755,8707,2903,10285,29086,1710,1749,340,131,125,38,159,891,65
E07000223,Adur,52958,10333,6066,7950,3328,9056,14784,1441,1099,222,101,113,26,146,443,48,440,45,47,58,19,62,201,8,899,95,79,163,38,183,326,15,49957,9867,5783,7573,3226,8604,13564,1340,563,104,56,43,19,61,250,30
E07000224,Arun,139554,27536,16142,21323,9101,23984,36839,4629,2116,408,154,238,45,264,927,80,744,77,79,106,32,102,328,20,1399,164,136,243,60,312,441,43,134522,26691,15708,20675,8921,23203,34883,4441,773,196,65,61,43,103,260,45
E07000225,Chichester,104710,15537,9262,14362,5336,18585,38992,2636,1743,233,104,147,36,195,955,73,647,45,54,69,50,149,268,12,1223,106,87,158,53,280,521,18,100541,15042,8974,13940,5177,17894,37005,2509,556,111,43,48,20,67,243,24
E07000226,Crawley,93574,16686,12424,15255,4895,15358,25775,3181,13724,2216,1533,1590,249,1744,5867,525,3847,723,412,460,161,472,1499,120,2508,356,335,477,103,446,719,72,71050,12734,9828,12469,4288,12448,16941,2342,2445,657,316,259,94,248,749,122
E07000227,Horsham,120666,15074,11414,18800,5837,21878,44616,3047,3048,331,223,270,52,323,1749,100,907,80,55,139,18,134,465,16,1686,113,105,323,56,348,715,26,114261,14435,10968,18001,5691,20975,41312,2879,764,115,63,67,20,98,375,26
E07000228,Mid Sussex,123320,14457,11501,18511,5770,22253,47693,3135,4265,435,216,363,64,438,2597,152,1105,71,70,142,29,168,612,13,2041,165,134,348,46,412,898,38,114931,13642,11022,17579,5596,21115,43087,2890,978,144,59,79,35,120,499,42
E07000229,Worthing,92355,14977,9868,14057,5009,16417,29316,2711,3484,592,263,328,63,383,1725,130,1040,105,88,117,28,151,531,20,1537,136,111,264,57,307,628,34,85362,13927,9330,13262,4832,15475,26062,2474,932,217,76,86,29,101,370,53
E06000022,Bath and North East Somerset,161624,19806,11972,19150,7607,35318,64251,3520,5626,413,197,311,60,1524,2931,190,1562,178,114,155,55,401,602,57,3274,191,181,398,80,1027,1353,44,149833,18872,11428,18213,7378,32089,58687,3166,1329,152,52,73,34,277,678,63
E06000023,"Bristol, City of",389712,56658,29350,41789,15283,73981,164106,8545,25042,3698,1813,2203,461,4586,11314,967,19579,4045,2178,2568,763,3249,6146,630,13007,1148,895,1670,366,3315,5408,205,325107,46376,23924,34863,13489,61866,138150,6439,6977,1391,540,485,204,965,3088,304
E06000024,North Somerset,178563,26615,17214,26482,10666,32377,60489,4720,2680,452,201,238,49,313,1337,90,931,85,62,98,32,132,497,25,1881,198,155,313,78,368,735,34,172097,25637,16732,25738,10474,31449,57533,4534,974,243,64,95,33,115,387,37
E06000025,South Gloucestershire,237363,33793,23997,33959,15140,46440,78233,5801,8567,840,542,668,157,999,5099,262,3502,297,239,372,118,580,1825,71,3868,340,338,609,150,944,1405,82,219381,31953,22726,32133,14646,43684,68961,5278,2045,363,152,177,69,233,943,108
E06000026,Plymouth,218621,37894,21388,30724,15834,47362,60157,5262,4863,832,306,375,128,1017,2051,154,2190,241,169,231,74,468,942,65,2820,281,189,386,111,799,1019,35,206822,36098,20528,29595,15431,44812,55462,4896,1926,442,196,137,90,266,683,112
E06000027,Torbay,117029,23133,13696,18099,8687,20226,29628,3560,1893,334,142,194,49,227,835,112,397,65,27,42,13,57,182,11,1202,162,119,231,56,230,373,31,113021,22460,13364,17574,8555,19647,28038,3383,516,112,44,58,14,65,200,23
E06000030,Swindon,187151,32430,24336,30269,10948,30591,52220,6357,20589,3456,3038,2197,598,1726,7884,1690,4429,522,424,558,150,581,2076,118,3563,509,401,695,209,606,1045,98,155798,27104,20129,26562,9887,27450,40369,4297,2772,839,344,257,104,228,846,154
E06000052,Cornwall,477421,77918,47676,72370,31455,89953,145886,12163,3410,572,239,288,64,485,1600,162,960,78,60,105,32,197,472,16,4240,432,353,654,157,946,1617,81,464101,76188,46591,70644,30962,87428,140533,11755,4710,648,433,679,240,897,1664,149
E06000053,Isles of Scilly,1732,213,119,272,88,341,656,43,6,0,0,3,0,0,3,0,4,0,0,0,1,0,3,0,13,0,1,2,0,3,7,0,1695,208,117,265,87,334,641,43,14,5,1,2,0,4,2,0
E06000054,Wiltshire,419114,60409,42756,62668,23326,76544,143201,10210,8491,1362,750,780,533,984,3714,368,4144,433,349,567,277,714,1701,103,4828,485,447,865,214,934,1793,90,398862,57517,40852,60172,22132,73542,135104,9543,2789,612,358,284,170,370,889,106
E06000058,"Bournemouth, Christchurch and Poole",334908,53318,33102,47335,20185,63771,107437,9760,10794,1428,683,897,206,1381,5839,360,3534,270,215,339,125,700,1808,77,6723,625,574,915,238,1602,2633,136,309202,50106,31296,44773,19386,59532,95146,8963,4655,889,334,411,230,556,2011,224
E06000059,Dorset,321901,50834,33549,48267,21941,56885,101298,9127,3546,497,290,331,181,421,1672,154,903,96,102,144,44,125,365,27,2558,270,232,437,90,493,988,48,313786,49774,32826,47273,21559,55708,97806,8840,1108,197,99,82,67,138,467,58
E07000040,East Devon,127386,19203,12654,19007,8199,21722,43115,3486,1190,164,106,121,42,152,541,64,299,26,28,38,10,40,148,9,946,96,71,176,43,180,372,8,124590,18842,12427,18641,8092,21294,41906,3388,361,75,22,31,12,56,148,17
E07000041,Exeter,111332,15080,9098,12731,5314,27914,38613,2582,5382,489,209,315,94,1065,2970,240,991,68,44,66,21,265,500,27,2261,135,133,229,51,821,847,45,101188,14207,8626,12044,5101,25483,33536,2191,1510,181,86,77,47,280,760,79
E07000042,Mid Devon,68206,11614,6970,10548,4121,12263,20928,1762,460,95,31,58,11,44,200,21,93,15,8,13,5,8,40,4,506,52,37,84,18,98,212,5,66968,11420,6880,10379,4073,12091,20402,1723,179,32,14,14,14,22,74,9
E07000043,North Devon,82194,14596,9099,12744,5556,14604,23458,2137,913,127,54,91,44,94,471,32,255,15,20,26,23,34,134,3,661,80,76,115,36,118,228,8,80094,14320,8928,12484,5446,14324,22515,2077,271,54,21,28,7,34,110,17
E07000044,South Hams,74974,9727,6326,10125,4397,12683,29878,1838,507,80,38,50,11,38,278,12,138,15,11,15,4,21,67,5,672,58,45,105,20,117,316,11,73320,9526,6217,9938,4351,12473,29065,1750,337,48,15,17,11,34,152,60
E07000045,Teignbridge,113462,17760,11481,16815,7420,19731,37172,3083,851,161,83,97,23,89,365,33,198,23,12,25,6,36,88,8,916,99,68,137,33,172,381,26,111225,17433,11292,16523,7345,19399,36232,3001,272,44,26,33,13,35,106,15
E07000046,Torridge,57558,10824,6635,9072,4206,10138,15060,1623,293,64,28,37,10,26,116,12,68,8,3,22,4,9,20,2,404,45,47,79,13,72,146,2,56684,10684,6546,8924,4177,10016,14732,1605,109,23,11,10,2,15,46,2
E07000047,West Devon,48366,7530,4858,7080,3052,8122,16468,1256,291,65,19,29,10,33,120,15,103,9,4,6,3,14,62,5,382,37,25,52,14,84,158,12,47458,7394,4796,6975,3019,7977,16077,1220,132,25,14,18,6,14,51,4
E07000078,Cheltenham,98437,13183,7849,12338,4338,15888,42439,2402,3880,555,263,371,65,415,2078,133,918,87,66,113,33,149,448,22,1635,131,92,241,48,328,772,23,91062,12203,7355,11543,4159,14909,38723,2170,942,207,73,70,33,87,418,54
E07000079,Cotswold,76314,10437,6767,10641,3669,12575,30371,1854,998,130,66,78,43,78,560,43,304,24,21,37,10,44,159,9,744,63,44,115,15,134,362,11,73994,10178,6614,10391,3578,12290,29169,1774,274,42,22,20,23,29,121,17
E07000080,Forest of Dean,73042,13425,7649,11425,4722,12859,21020,1942,545,136,56,50,20,66,197,20,187,22,13,25,12,27,77,11,526,69,46,100,25,82,197,7,71511,13126,7509,11215,4651,12650,20470,1890,273,72,25,35,14,34,79,14
E07000081,Gloucester,106938,19473,12336,16332,6535,19965,29295,3002,6360,1072,589,744,129,800,2749,277,3747,704,427,512,186,581,1223,114,2587,355,330,525,114,541,664,58,93092,17009,10853,14455,6045,17920,24321,2489,1152,333,137,96,61,123,338,64
E07000082,Stroud,100196,13518,9027,13878,5638,17119,38746,2270,1007,130,47,80,22,82,609,37,436,53,44,44,14,70,203,8,1092,85,87,188,25,203,488,16,97287,13178,8820,13543,5568,16721,37259,2198,374,72,29,23,9,43,187,11
E07000083,Tewkesbury,77356,10719,7566,11502,4432,13455,27744,1938,1503,184,137,133,87,159,743,60,446,56,43,46,5,60,222,14,881,94,73,156,34,183,333,8,74175,10316,7292,11121,4293,13007,26306,1840,351,69,21,46,13,46,140,16
,Somerset,474942,81075,48500,72670,30821,83787,144904,13185,6755,1082,451,716,155,626,3426,299,1913,205,129,229,71,229,993,57,4152,485,320,779,152,777,1547,92,460164,78778,47433,70799,30355,81950,138199,12650,1958,525,167,147,88,205,739,87
,Isle of Anglesey,57137,10268,4828,8453,3751,9928,18443,1466,345,76,26,46,19,37,119,22,90,12,6,6,4,17,44,1,372,67,27,55,11,76,132,4,56211,10085,4766,8336,3715,9789,18098,1422,119,28,3,10,2,9,50,17
,Gwynedd,97966,15936,7420,14302,5715,18369,33807,2417,1652,275,70,108,43,232,837,87,427,20,12,43,6,84,256,6,890,105,46,118,32,243,321,25,94554,15473,7279,14007,5614,17744,32156,2281,443,63,13,26,20,66,237,18
,Conwy,96365,17999,8317,13891,6111,15947,31232,2868,1302,274,60,103,40,130,609,86,229,27,10,18,10,32,118,14,702,101,51,104,22,117,287,20,93824,17528,8187,13646,6033,15638,30065,2727,308,69,9,20,6,30,153,21
,Denbighshire,78906,15668,7175,11992,4964,12903,24011,2193,1289,195,64,175,45,168,602,40,224,25,5,24,5,22,135,8,612,106,54,102,24,113,196,17,76502,15259,7034,11663,4879,12570,22987,2110,279,83,18,28,11,30,91,18
,Flintshire,127577,23373,12646,19486,8431,22748,37208,3685,1154,250,80,109,31,115,507,62,221,29,15,29,10,23,107,8,821,127,63,117,31,164,298,21,124962,22817,12456,19202,8339,22417,36165,3566,419,150,32,29,20,29,131,28
,Wrexham,110273,23095,10473,16995,6815,17689,32036,3170,1766,283,100,159,45,182,923,74,656,104,43,76,29,59,317,28,884,161,73,163,25,144,287,31,106408,22389,10214,16556,6684,17257,30313,2995,559,158,43,41,32,47,196,42
,Ceredigion,61392,9037,4514,8411,3298,13034,21653,1445,910,109,39,60,16,166,486,34,283,12,13,27,6,53,164,8,592,57,21,65,18,211,211,9,59321,8781,4424,8243,3253,12560,20672,1388,286,78,17,16,5,44,120,6
,Pembrokeshire,102546,19280,9333,15533,6373,17463,31990,2574,934,182,47,83,26,92,460,44,192,19,13,19,8,38,88,7,695,115,49,110,35,132,233,21,100413,18866,9204,15297,6292,17162,31108,2484,312,98,20,24,12,39,101,18
,Carmarthenshire,155484,31164,13268,23691,9652,25018,48645,4046,1875,331,98,164,48,187,939,108,366,36,19,34,20,43,202,12,998,155,77,172,41,166,361,26,151726,30504,13034,23285,9512,24576,46942,3873,519,138,40,36,31,46,201,27
,Swansea,197860,37305,15552,27361,11525,36054,64835,5228,8139,1576,439,758,150,1320,3574,322,2129,240,122,161,71,424,1051,60,2207,263,102,288,72,613,830,39,182911,34636,14758,26014,11154,33416,58251,4682,2474,590,131,140,78,281,1129,125
,Neath Port Talbot,117179,27722,10667,17359,7557,20432,30279,3163,1781,396,96,189,30,378,582,110,461,57,28,51,14,139,154,18,953,137,70,151,46,247,277,25,113652,27032,10458,16935,7454,19615,29170,2988,332,100,15,33,13,53,96,22
,Bridgend,119486,25990,10624,17717,6573,19478,35856,3248,1715,314,85,175,42,159,840,100,351,34,24,41,15,48,167,22,1003,174,76,173,33,205,328,14,116082,25397,10416,17294,6477,19019,34388,3091,335,71,23,34,6,47,133,21
,Vale of Glamorgan,107463,16739,8903,15460,5673,17835,40062,2791,2151,366,89,213,38,231,1133,81,539,71,42,63,29,81,235,18,1725,234,131,290,67,355,617,31,102470,15969,8614,14848,5523,17096,37794,2626,578,99,27,46,16,72,283,35
,Cardiff,296314,48399,20459,32900,11522,56856,118529,7649,26826,5110,1508,2369,480,4328,11838,1193,9877,1917,750,1058,392,1652,3715,393,8893,1279,680,1213,315,2112,3093,201,242049,38217,17070,27645,10080,47648,96032,5357,8669,1876,451,615,255,1116,3851,505
,Rhondda Cynon Taf,193838,46915,18281,29119,9966,32640,51749,5168,2804,540,151,291,67,381,1243,131,795,60,28,78,28,98,482,21,1438,258,129,207,67,291,461,25,188175,45914,17940,28481,9792,31800,49283,4965,626,143,33,62,12,70,280,26
,Caerphilly,143483,34625,14433,22243,7890,24146,36306,3840,1269,298,96,123,38,135,504,75,244,23,20,38,11,36,105,11,956,185,78,172,23,159,312,27,140713,34039,14221,21882,7808,23781,35275,3707,301,80,18,28,10,35,110,20
,Blaenau Gwent,55145,15378,5980,8554,3151,8645,11892,1545,473,129,31,45,15,47,179,27,94,9,12,8,3,14,47,1,341,92,33,57,13,50,91,5,54126,15109,5898,8431,3114,8523,11549,1502,111,39,6,13,6,11,26,10
,Torfaen,75111,16631,7697,11457,4313,12736,20125,2152,1008,231,75,94,37,118,386,67,184,18,22,16,4,25,92,7,547,78,46,93,24,112,186,8,73178,16259,7533,11229,4244,12453,19396,2064,194,45,21,25,4,28,65,6
,Monmouthshire,78237,12316,6461,10588,3958,12172,30809,1933,966,144,42,101,24,91,530,34,186,19,15,23,6,23,95,5,620,69,36,95,20,116,273,11,76222,12040,6365,10351,3899,11918,29784,1865,243,44,3,18,9,24,127,18
,Newport,127419,27688,11741,18186,6498,19976,39544,3786,8737,2223,638,915,176,1097,3289,399,2672,461,201,305,106,333,1164,102,2305,407,245,415,71,369,746,52,111819,23915,10458,16409,6088,18002,33808,3139,1886,682,199,142,57,175,537,94
,Powys,112536,21316,9694,16747,6869,19124,35849,2937,1045,238,102,113,75,126,323,68,199,23,12,20,8,41,91,4,685,80,68,124,24,123,258,8,110291,20865,9491,16472,6741,18802,35073,2847,316,110,21,18,21,32,104,10
,Merthyr Tydfil,47679,12832,4556,6911,2716,7454,11911,1299,685,132,32,55,25,71,345,25,79,16,1,6,7,7,41,1,284,90,22,44,8,32,83,5,46461,12535,4494,6785,2666,7332,11397,1252,170,59,7,21,10,12,45,16
